feature_id	retained
497097	FALSE
100503874	FALSE
100038431	FALSE
19888	TRUE
20671	TRUE
27395	TRUE
18777	TRUE
100503730	FALSE
21399	TRUE
58175	FALSE
108664	TRUE
18387	FALSE
226304	FALSE
12421	TRUE
620393	TRUE
240690	FALSE
319263	TRUE
71096	FALSE
59014	TRUE
76187	TRUE
72481	FALSE
76982	FALSE
17864	TRUE
70675	TRUE
73331	FALSE
170755	TRUE
620986	TRUE
240697	FALSE
73824	TRUE
266793	FALSE
100038398	TRUE
100039596	TRUE
69312	FALSE
26754	TRUE
211660	TRUE
211673	TRUE
329093	FALSE
109294	TRUE
320492	TRUE
329096	FALSE
240725	TRUE
240726	TRUE
383491	FALSE
17978	TRUE
72265	TRUE
212442	TRUE
381246	FALSE
433273	FALSE
14048	TRUE
17681	FALSE
277328	FALSE
98741	FALSE
21749	TRUE
226866	FALSE
665434	FALSE
75799	FALSE
19989	TRUE
98711	TRUE
29819	TRUE
66799	TRUE
67923	TRUE
329101	FALSE
70397	TRUE
17087	TRUE
57339	TRUE
14545	FALSE
94227	TRUE
83691	FALSE
78081	FALSE
654454	FALSE
654460	FALSE
77673	FALSE
654464	FALSE
226896	FALSE
21419	FALSE
241035	TRUE
75028	FALSE
387202	FALSE
723817	FALSE
16171	FALSE
257630	FALSE
17215	TRUE
77741	FALSE
74229	TRUE
71877	TRUE
170829	TRUE
75712	TRUE
14859	TRUE
241041	TRUE
368204	FALSE
433278	FALSE
98582	FALSE
226922	TRUE
116837	TRUE
66755	FALSE
387225	FALSE
723964	FALSE
70155	TRUE
100503399	FALSE
280645	TRUE
98366	TRUE
68002	TRUE
68187	TRUE
12839	FALSE
12823	FALSE
68421	TRUE
210933	FALSE
100504323	FALSE
210940	FALSE
433281	FALSE
665903	TRUE
210962	FALSE
623924	FALSE
791350	TRUE
213109	TRUE
19243	TRUE
70988	FALSE
266744	FALSE
74708	FALSE
226957	FALSE
624262	FALSE
170771	FALSE
408192	FALSE
408191	FALSE
19076	TRUE
67503	FALSE
19335	TRUE
213539	TRUE
98403	TRUE
433287	TRUE
320705	FALSE
13518	TRUE
100628580	FALSE
69668	TRUE
27993	TRUE
52318	TRUE
19253	TRUE
21755	FALSE
12627	FALSE
21756	FALSE
211383	FALSE
241051	FALSE
226970	TRUE
214469	TRUE
226971	TRUE
50785	TRUE
320011	TRUE
214854	TRUE
214855	TRUE
226976	TRUE
214895	TRUE
94220	TRUE
94218	TRUE
78321	TRUE
109346	TRUE
20353	TRUE
381337	TRUE
12859	TRUE
226977	TRUE
71166	FALSE
22637	TRUE
56030	TRUE
70853	TRUE
12790	FALSE
269180	TRUE
76178	TRUE
67387	TRUE
269181	TRUE
77633	TRUE
100861893	FALSE
72097	TRUE
100503734	FALSE
211484	TRUE
623661	TRUE
69028	TRUE
107734	TRUE
332427	FALSE
69541	FALSE
98258	TRUE
226982	TRUE
56210	TRUE
