pair,n_donors,median_rank,ligand,receptor,overall_rank,resource
DLL1 to NOTCH3,14,320.0,DLL1,NOTCH3,308,cellchatdb
WNT9A to FZD1_LRP6,16,321.5,WNT9A,FZD1_LRP6,309,cellchatdb
SEMA3F to NRP2_PLXNA2,14,325.0,SEMA3F,NRP2_PLXNA2,310,cellchatdb
ITGA4_ITGB1 to VCAM1,14,337.0,ITGA4_ITGB1,VCAM1,311,cellchatdb
WNT2B to FZD1_LRP6,13,355.0,WNT2B,FZD1_LRP6,312,cellchatdb
WNT2B to FZD6_LRP6,13,356.0,WNT2B,FZD6_LRP6,313,cellchatdb
APP to CD74,26,3.0,APP,CD74,1,cellphonedb
MDK to LRP1,26,3.0,MDK,LRP1,2,cellphonedb
FGFR2 to CD44,26,5.0,FGFR2,CD44,3,cellphonedb
AREG to EGFR,26,7.5,AREG,EGFR,4,cellphonedb
FGFR2 to FGFR1,26,7.5,FGFR2,FGFR1,5,cellphonedb
COPA to CD74,26,8.0,COPA,CD74,6,cellphonedb
COL4A2 to ITGA1_ITGB1,25,9.0,COL4A2,ITGA1_ITGB1,7,cellphonedb
GAS6 to AXL,26,12.0,GAS6,AXL,8,cellphonedb
FN1 to ITGAV_ITGB1,26,13.0,FN1,ITGAV_ITGB1,9,cellphonedb
FN1 to ITGA8_ITGB1,23,14.0,FN1,ITGA8_ITGB1,10,cellphonedb
GRN to EGFR,26,14.5,GRN,EGFR,11,cellphonedb
COL6A2 to ITGA1_ITGB1,21,15.0,COL6A2,ITGA1_ITGB1,12,cellphonedb
TGFB2 to TGFBR3,26,16.5,TGFB2,TGFBR3,13,cellphonedb
TGFB1 to TGFBR3,26,19.0,TGFB1,TGFBR3,14,cellphonedb
COL8A1 to ITGA1_ITGB1,26,19.0,COL8A1,ITGA1_ITGB1,15,cellphonedb
FAM3C to HLA-C,26,19.5,FAM3C,HLA-C,16,cellphonedb
VEGFA to NRP1,25,22.0,VEGFA,NRP1,17,cellphonedb
GRN to TNFRSF1A,26,23.0,GRN,TNFRSF1A,18,cellphonedb
COL4A1 to ITGA1_ITGB1,25,24.0,COL4A1,ITGA1_ITGB1,19,cellphonedb
COL1A2 to ITGA1_ITGB1,19,26.0,COL1A2,ITGA1_ITGB1,20,cellphonedb
COL21A1 to ITGA1_ITGB1,26,26.0,COL21A1,ITGA1_ITGB1,21,cellphonedb
HBEGF to CD44,26,26.0,HBEGF,CD44,22,cellphonedb
PROS1 to AXL,26,26.5,PROS1,AXL,23,cellphonedb
TGFB1 to EGFR,26,28.0,TGFB1,EGFR,24,cellphonedb
TNC to ITGA8_ITGB1,23,29.0,TNC,ITGA8_ITGB1,25,cellphonedb
COL1A1 to ITGA1_ITGB1,24,33.0,COL1A1,ITGA1_ITGB1,26,cellphonedb
COL4A5 to ITGA1_ITGB1,26,35.0,COL4A5,ITGA1_ITGB1,27,cellphonedb
FN1 to ITGA5_ITGB1,24,36.0,FN1,ITGA5_ITGB1,28,cellphonedb
SPP1 to CD44,19,38.0,SPP1,CD44,29,cellphonedb
FAM3C to LAMP1,26,38.0,FAM3C,LAMP1,30,cellphonedb
COL6A1 to ITGA1_ITGB1,20,38.0,COL6A1,ITGA1_ITGB1,31,cellphonedb
JAG1 to NOTCH2,26,39.0,JAG1,NOTCH2,32,cellphonedb
LGALS9 to CD44,23,40.0,LGALS9,CD44,33,cellphonedb
SEMA3A to NRP1,26,41.0,SEMA3A,NRP1,34,cellphonedb
COL5A2 to ITGA1_ITGB1,23,41.0,COL5A2,ITGA1_ITGB1,35,cellphonedb
COL28A1 to ITGA1_ITGB1,26,41.0,COL28A1,ITGA1_ITGB1,36,cellphonedb
JAG1 to CD46,26,42.0,JAG1,CD46,37,cellphonedb
COL18A1 to ITGA1_ITGB1,24,42.0,COL18A1,ITGA1_ITGB1,38,cellphonedb
COL4A4 to ITGA1_ITGB1,23,43.0,COL4A4,ITGA1_ITGB1,39,cellphonedb
COL3A1 to ITGA1_ITGB1,20,44.0,COL3A1,ITGA1_ITGB1,40,cellphonedb
LGALS9 to LRP1,23,45.0,LGALS9,LRP1,41,cellphonedb
COL4A3 to ITGA1_ITGB1,25,48.0,COL4A3,ITGA1_ITGB1,42,cellphonedb
NRG1 to HLA-DPB1,26,48.5,NRG1,HLA-DPB1,43,cellphonedb
COL12A1 to ITGA1_ITGB1,26,51.5,COL12A1,ITGA1_ITGB1,44,cellphonedb
TNFSF10 to TNFRSF10B,26,57.5,TNFSF10,TNFRSF10B,45,cellphonedb
NRG1 to ERBB4,21,59.0,NRG1,ERBB4,46,cellphonedb
TNC to ITGA9_ITGB1,26,61.0,TNC,ITGA9_ITGB1,47,cellphonedb
LGALS9 to MRC2,23,61.0,LGALS9,MRC2,48,cellphonedb
COL5A1 to ITGA1_ITGB1,18,62.0,COL5A1,ITGA1_ITGB1,49,cellphonedb
DLL1 to NOTCH2,25,62.0,DLL1,NOTCH2,50,cellphonedb
FGFR2 to XPR1,26,68.0,FGFR2,XPR1,51,cellphonedb
COL14A1 to ITGA1_ITGB1,21,69.0,COL14A1,ITGA1_ITGB1,52,cellphonedb
VEGFB to NRP1,25,69.0,VEGFB,NRP1,53,cellphonedb
SEMA3C to NRP2,21,69.0,SEMA3C,NRP2,54,cellphonedb
COL17A1 to ITGA1_ITGB1,22,69.5,COL17A1,ITGA1_ITGB1,55,cellphonedb
SEMA3A to NRP1_PLXNA2,25,70.0,SEMA3A,NRP1_PLXNA2,56,cellphonedb
WNT5A to ROR1,15,70.0,WNT5A,ROR1,57,cellphonedb
TGFB2 to TGFBR1_TGFBR2,26,72.0,TGFB2,TGFBR1_TGFBR2,58,cellphonedb
COL19A1 to ITGA1_ITGB1,25,72.0,COL19A1,ITGA1_ITGB1,59,cellphonedb
LGALS9 to PTPRK,23,73.0,LGALS9,PTPRK,60,cellphonedb
TGFB1 to TGFBR1_TGFBR2,26,74.0,TGFB1,TGFBR1_TGFBR2,61,cellphonedb
EREG to EGFR,22,76.5,EREG,EGFR,62,cellphonedb
COL16A1 to ITGA1_ITGB1,25,77.0,COL16A1,ITGA1_ITGB1,63,cellphonedb
WNT5A to ROR2,15,80.0,WNT5A,ROR2,64,cellphonedb
HBEGF to ERBB4,21,80.0,HBEGF,ERBB4,65,cellphonedb
COL27A1 to ITGA1_ITGB1,23,81.0,COL27A1,ITGA1_ITGB1,66,cellphonedb
RPS19 to C5AR1,24,82.0,RPS19,C5AR1,67,cellphonedb
SCGB3A1 to MARCO,19,82.0,SCGB3A1,MARCO,68,cellphonedb
BMP2 to BMPR1A_BMPR2,26,82.0,BMP2,BMPR1A_BMPR2,69,cellphonedb
COL4A2 to ITGA11_ITGB1,20,83.5,COL4A2,ITGA11_ITGB1,70,cellphonedb
LGALS9 to COLEC12,23,84.0,LGALS9,COLEC12,71,cellphonedb
COL4A1 to ITGA11_ITGB1,20,84.5,COL4A1,ITGA11_ITGB1,72,cellphonedb
LGALS9 to CD47,23,86.0,LGALS9,CD47,73,cellphonedb
BMP2 to ACVR2A_BMPR1A,25,87.0,BMP2,ACVR2A_BMPR1A,74,cellphonedb
WNT5A to ANTXR1,15,87.0,WNT5A,ANTXR1,75,cellphonedb
COL6A1 to ITGA2_ITGB1,17,88.0,COL6A1,ITGA2_ITGB1,76,cellphonedb
TNFSF10 to RIPK1,26,89.5,TNFSF10,RIPK1,77,cellphonedb
SPP1 to ITGA9_ITGB1,19,90.0,SPP1,ITGA9_ITGB1,78,cellphonedb
PTN to PTPRS,18,91.0,PTN,PTPRS,79,cellphonedb
COL4A5 to ITGA11_ITGB1,21,94.0,COL4A5,ITGA11_ITGB1,80,cellphonedb
PDGFD to PDGFRB,15,94.0,PDGFD,PDGFRB,81,cellphonedb
BMP2 to BMPR1B_BMPR2,16,94.5,BMP2,BMPR1B_BMPR2,82,cellphonedb
NECTIN3 to NECTIN2,26,95.0,NECTIN3,NECTIN2,83,cellphonedb
EFNA5 to EPHB2,23,95.0,EFNA5,EPHB2,84,cellphonedb
VEGFA to NRP2,20,95.5,VEGFA,NRP2,85,cellphonedb
WNT5A to PTPRK,15,97.0,WNT5A,PTPRK,86,cellphonedb
COL9A2 to ITGA1_ITGB1,15,98.0,COL9A2,ITGA1_ITGB1,87,cellphonedb
NRG3 to ERBB4,16,98.0,NRG3,ERBB4,88,cellphonedb
NRG4 to ERBB4,21,98.0,NRG4,ERBB4,89,cellphonedb
COL4A1 to ITGA2_ITGB1,20,98.5,COL4A1,ITGA2_ITGB1,90,cellphonedb
COL4A4 to ITGA11_ITGB1,19,99.0,COL4A4,ITGA11_ITGB1,91,cellphonedb
COL4A2 to ITGA2_ITGB1,20,99.0,COL4A2,ITGA2_ITGB1,92,cellphonedb
BMP2 to ACVR2A_BMPR1B,15,100.0,BMP2,ACVR2A_BMPR1B,93,cellphonedb
IL15 to IL15RA,24,100.5,IL15,IL15RA,94,cellphonedb
FBN1 to ITGA5_ITGB1,18,101.0,FBN1,ITGA5_ITGB1,95,cellphonedb
COL4A5 to ITGA2_ITGB1,21,104.0,COL4A5,ITGA2_ITGB1,96,cellphonedb
COL8A1 to ITGA11_ITGB1,21,106.0,COL8A1,ITGA11_ITGB1,97,cellphonedb
COL18A1 to ITGA11_ITGB1,20,106.0,COL18A1,ITGA11_ITGB1,98,cellphonedb
NRG1 to LGR4,24,107.5,NRG1,LGR4,99,cellphonedb
JAG2 to NOTCH2,18,107.5,JAG2,NOTCH2,100,cellphonedb
COL6A2 to ITGA2_ITGB1,18,107.5,COL6A2,ITGA2_ITGB1,101,cellphonedb
COL7A1 to ITGA1_ITGB1,21,108.0,COL7A1,ITGA1_ITGB1,102,cellphonedb
LAMC1 to ITGA2_ITGB1,21,108.0,LAMC1,ITGA2_ITGB1,103,cellphonedb
COL4A6 to ITGA1_ITGB1,22,109.5,COL4A6,ITGA1_ITGB1,104,cellphonedb
COL21A1 to ITGA11_ITGB1,21,111.0,COL21A1,ITGA11_ITGB1,105,cellphonedb
BMP7 to BMPR1A_BMPR2,18,111.5,BMP7,BMPR1A_BMPR2,106,cellphonedb
COL27A1 to ITGA11_ITGB1,18,111.5,COL27A1,ITGA11_ITGB1,107,cellphonedb
EDN2 to EDNRA,13,112.0,EDN2,EDNRA,108,cellphonedb
LIF to IL6ST_LIFR,18,113.5,LIF,IL6ST_LIFR,109,cellphonedb
COL28A1 to ITGA11_ITGB1,21,114.0,COL28A1,ITGA11_ITGB1,110,cellphonedb
NCAM1 to FGFR1,14,114.5,NCAM1,FGFR1,111,cellphonedb
TGFB1 to ACVR1_TGFBR2,23,115.0,TGFB1,ACVR1_TGFBR2,112,cellphonedb
COL17A1 to ITGA11_ITGB1,19,115.0,COL17A1,ITGA11_ITGB1,113,cellphonedb
COL1A1 to ITGA11_ITGB1,19,115.0,COL1A1,ITGA11_ITGB1,114,cellphonedb
COL12A1 to ITGA11_ITGB1,21,115.0,COL12A1,ITGA11_ITGB1,115,cellphonedb
FGF2 to FGFR1,16,116.0,FGF2,FGFR1,116,cellphonedb
TGFB2 to ACVR1_TGFBR2,23,116.0,TGFB2,ACVR1_TGFBR2,117,cellphonedb
FGF2 to CD44,16,116.0,FGF2,CD44,118,cellphonedb
VEGFA to EPHB2,22,118.0,VEGFA,EPHB2,119,cellphonedb
COL14A1 to ITGA11_ITGB1,16,118.5,COL14A1,ITGA11_ITGB1,120,cellphonedb
ALOX5 to ALOX5AP,21,119.0,ALOX5,ALOX5AP,121,cellphonedb
CDH1 to ITGA2_ITGB1,21,119.0,CDH1,ITGA2_ITGB1,122,cellphonedb
EREG to ERBB4,18,119.0,EREG,ERBB4,123,cellphonedb
COL16A1 to ITGA11_ITGB1,20,121.0,COL16A1,ITGA11_ITGB1,124,cellphonedb
CADM4 to CADM3,16,121.0,CADM4,CADM3,125,cellphonedb
FGF18 to FGFR1,17,121.0,FGF18,FGFR1,126,cellphonedb
COL4A3 to ITGA11_ITGB1,20,121.5,COL4A3,ITGA11_ITGB1,127,cellphonedb
COL19A1 to ITGA11_ITGB1,20,121.5,COL19A1,ITGA11_ITGB1,128,cellphonedb
BTC to EGFR,22,122.0,BTC,EGFR,129,cellphonedb
COL7A1 to ITGA11_ITGB1,17,122.0,COL7A1,ITGA11_ITGB1,130,cellphonedb
LGALS9 to SLC1A5,21,122.0,LGALS9,SLC1A5,131,cellphonedb
BMP7 to PTPRK,18,122.5,BMP7,PTPRK,132,cellphonedb
COL26A1 to ITGA1_ITGB1,18,122.5,COL26A1,ITGA1_ITGB1,133,cellphonedb
BMP7 to ACVR2A_BMPR1A,18,123.0,BMP7,ACVR2A_BMPR1A,134,cellphonedb
INHBB to ACVR1B_ACVR2A,23,125.0,INHBB,ACVR1B_ACVR2A,135,cellphonedb
COL12A1 to ITGA2_ITGB1,21,126.0,COL12A1,ITGA2_ITGB1,136,cellphonedb
TNFSF10 to TNFRSF10D,17,126.0,TNFSF10,TNFRSF10D,137,cellphonedb
COL18A1 to ITGA2_ITGB1,20,129.0,COL18A1,ITGA2_ITGB1,138,cellphonedb
SEMA3A to NRP1_PLXNA4,22,131.0,SEMA3A,NRP1_PLXNA4,139,cellphonedb
COL26A1 to ITGA11_ITGB1,15,131.0,COL26A1,ITGA11_ITGB1,140,cellphonedb
COL6A1 to ITGA11_ITGB1,17,132.0,COL6A1,ITGA11_ITGB1,141,cellphonedb
COL28A1 to ITGA2_ITGB1,21,132.0,COL28A1,ITGA2_ITGB1,142,cellphonedb
COL6A2 to ITGA11_ITGB1,17,132.0,COL6A2,ITGA11_ITGB1,143,cellphonedb
COL21A1 to ITGA2_ITGB1,21,133.0,COL21A1,ITGA2_ITGB1,144,cellphonedb
COL1A2 to ITGA11_ITGB1,15,134.0,COL1A2,ITGA11_ITGB1,145,cellphonedb
EFNB1 to EPHB2,17,134.0,EFNB1,EPHB2,146,cellphonedb
BMP6 to BMPR1A_BMPR2,22,134.5,BMP6,BMPR1A_BMPR2,147,cellphonedb
IL6 to HRH1,21,136.0,IL6,HRH1,148,cellphonedb
COL24A1 to ITGA1_ITGB1,24,136.5,COL24A1,ITGA1_ITGB1,149,cellphonedb
NRG2 to ERBB4,21,137.0,NRG2,ERBB4,150,cellphonedb
COL8A1 to ITGA2_ITGB1,21,137.0,COL8A1,ITGA2_ITGB1,151,cellphonedb
COL1A1 to ITGA2_ITGB1,20,137.5,COL1A1,ITGA2_ITGB1,152,cellphonedb
FGFR2 to CD83,16,138.5,FGFR2,CD83,153,cellphonedb
TNFSF14 to LTBR,18,138.5,TNFSF14,LTBR,154,cellphonedb
COL5A1 to ITGA11_ITGB1,15,139.0,COL5A1,ITGA11_ITGB1,155,cellphonedb
IL15RA to AXL,22,140.0,IL15RA,AXL,156,cellphonedb
BTC to ERBB4,19,141.0,BTC,ERBB4,157,cellphonedb
COL5A2 to ITGA11_ITGB1,20,141.0,COL5A2,ITGA11_ITGB1,158,cellphonedb
COL4A4 to ITGA2_ITGB1,18,141.5,COL4A4,ITGA2_ITGB1,159,cellphonedb
GAS6 to MERTK,20,142.5,GAS6,MERTK,160,cellphonedb
BMP6 to ACVR2A_BMPR1A,21,143.0,BMP6,ACVR2A_BMPR1A,161,cellphonedb
GDF11 to ACVR2A_TGFBR1,13,144.0,GDF11,ACVR2A_TGFBR1,162,cellphonedb
COL9A2 to ITGA11_ITGB1,13,144.0,COL9A2,ITGA11_ITGB1,163,cellphonedb
INHBB to ACVR1_ACVR2A,22,144.0,INHBB,ACVR1_ACVR2A,164,cellphonedb
COL3A1 to ITGA11_ITGB1,16,144.5,COL3A1,ITGA11_ITGB1,165,cellphonedb
CCL4 to SLC7A1,14,146.5,CCL4,SLC7A1,166,cellphonedb
COL4A3 to ITGA2_ITGB1,20,147.5,COL4A3,ITGA2_ITGB1,167,cellphonedb
COL24A1 to ITGA11_ITGB1,19,148.0,COL24A1,ITGA11_ITGB1,168,cellphonedb
GDF11 to ANTXR1,14,148.5,GDF11,ANTXR1,169,cellphonedb
CSF1 to SIRPA,18,149.0,CSF1,SIRPA,170,cellphonedb
BMP7 to ACVR1_ACVR2A,17,149.0,BMP7,ACVR1_ACVR2A,171,cellphonedb
CKLF to LRP6,20,149.5,CKLF,LRP6,172,cellphonedb
GRN to SORT1,22,149.5,GRN,SORT1,173,cellphonedb
COL4A6 to ITGA11_ITGB1,19,150.0,COL4A6,ITGA11_ITGB1,174,cellphonedb
BMP7 to ACVR1_BMPR2,17,150.0,BMP7,ACVR1_BMPR2,175,cellphonedb
BMP7 to BMPR1B_BMPR2,14,151.0,BMP7,BMPR1B_BMPR2,176,cellphonedb
SEMA4D to PLXNB2,18,151.5,SEMA4D,PLXNB2,177,cellphonedb
CSF1 to SLC7A1,15,155.0,CSF1,SLC7A1,178,cellphonedb
COL16A1 to ITGA2_ITGB1,20,155.5,COL16A1,ITGA2_ITGB1,179,cellphonedb
COL17A1 to ITGA2_ITGB1,18,156.5,COL17A1,ITGA2_ITGB1,180,cellphonedb
FAM3C to CLEC2D,16,156.5,FAM3C,CLEC2D,181,cellphonedb
TNFSF12 to TNFRSF12A,13,157.0,TNFSF12,TNFRSF12A,182,cellphonedb
PTPRC to MRC1,14,158.0,PTPRC,MRC1,183,cellphonedb
C5 to C5AR1,18,158.5,C5,C5AR1,184,cellphonedb
GDF11 to ACVR1B_ACVR2A,13,159.0,GDF11,ACVR1B_ACVR2A,185,cellphonedb
BMP7 to ACVR2A_BMPR1B,13,161.0,BMP7,ACVR2A_BMPR1B,186,cellphonedb
PGF to NRP1,13,162.0,PGF,NRP1,187,cellphonedb
BMP6 to ACVR1_ACVR2A,19,162.0,BMP6,ACVR1_ACVR2A,188,cellphonedb
BMP6 to ACVR1_BMPR2,19,163.0,BMP6,ACVR1_BMPR2,189,cellphonedb
WNT7B to FZD1,19,164.0,WNT7B,FZD1,190,cellphonedb
BMP6 to BMPR1B_BMPR2,13,165.0,BMP6,BMPR1B_BMPR2,191,cellphonedb
COPA to SORT1,22,165.0,COPA,SORT1,192,cellphonedb
JAG1 to NOTCH3,14,166.0,JAG1,NOTCH3,193,cellphonedb
COL3A1 to ITGA2_ITGB1,18,166.5,COL3A1,ITGA2_ITGB1,194,cellphonedb
SEMA4A to PLXND1,19,167.0,SEMA4A,PLXND1,195,cellphonedb
COL4A6 to ITGA2_ITGB1,18,167.5,COL4A6,ITGA2_ITGB1,196,cellphonedb
BMP3 to ACVR1B_ACVR2A,16,168.0,BMP3,ACVR1B_ACVR2A,197,cellphonedb
IL6 to IL6_IL6R_IL6ST,14,168.5,IL6,IL6_IL6R_IL6ST,198,cellphonedb
COL27A1 to ITGA2_ITGB1,19,169.0,COL27A1,ITGA2_ITGB1,199,cellphonedb
COL14A1 to ITGA2_ITGB1,17,169.0,COL14A1,ITGA2_ITGB1,200,cellphonedb
COL19A1 to ITGA2_ITGB1,20,172.0,COL19A1,ITGA2_ITGB1,201,cellphonedb
COL5A2 to ITGA2_ITGB1,19,172.0,COL5A2,ITGA2_ITGB1,202,cellphonedb
COL1A2 to ITGA2_ITGB1,17,173.0,COL1A2,ITGA2_ITGB1,203,cellphonedb
TNFSF14 to TNFRSF14,13,174.0,TNFSF14,TNFRSF14,204,cellphonedb
WNT5A to FZD1,13,175.0,WNT5A,FZD1,205,cellphonedb
COL24A1 to ITGA2_ITGB1,20,181.5,COL24A1,ITGA2_ITGB1,206,cellphonedb
NRG1 to ADGRL1,14,184.0,NRG1,ADGRL1,207,cellphonedb
COL26A1 to ITGA2_ITGB1,16,186.0,COL26A1,ITGA2_ITGB1,208,cellphonedb
COL5A1 to ITGA2_ITGB1,15,188.0,COL5A1,ITGA2_ITGB1,209,cellphonedb
SCGB3A1 to NOTCH3,14,189.5,SCGB3A1,NOTCH3,210,cellphonedb
COL7A1 to ITGA2_ITGB1,16,193.5,COL7A1,ITGA2_ITGB1,211,cellphonedb
SEMA3E to PLXND1,19,194.0,SEMA3E,PLXND1,212,cellphonedb
FAM3B to LRP5,15,195.0,FAM3B,LRP5,213,cellphonedb
SEMA3F to NRP2,14,197.0,SEMA3F,NRP2,214,cellphonedb
DLL1 to NOTCH3,14,198.0,DLL1,NOTCH3,215,cellphonedb
PTN to PLXNB2,15,198.0,PTN,PLXNB2,216,cellphonedb
TIMP1 to CD63,26,2.0,TIMP1,CD63,1,consensus
FGF14 to FGFR1,26,8.5,FGF14,FGFR1,2,consensus
VIM to CD44,26,9.5,VIM,CD44,3,consensus
CALM1 to RYR2,25,10.0,CALM1,RYR2,4,consensus
GSTP1 to EGFR,26,10.5,GSTP1,EGFR,5,consensus
CALM1 to CACNA1C,26,13.0,CALM1,CACNA1C,6,consensus
COL4A2 to CD44,25,14.0,COL4A2,CD44,7,consensus
ANXA1 to EGFR,26,17.5,ANXA1,EGFR,8,consensus
C3 to LRP1,26,19.0,C3,LRP1,9,consensus
SLIT3 to ROBO2,22,20.0,SLIT3,ROBO2,10,consensus
CDH1 to EGFR,26,20.5,CDH1,EGFR,11,consensus
PKM to CD44,26,21.0,PKM,CD44,12,consensus
MMP7 to CD44,24,21.0,MMP7,CD44,13,consensus
APP to LRP1,26,21.5,APP,LRP1,14,consensus
A2M to LRP1,18,21.5,A2M,LRP1,15,consensus
TIMP3 to CD44,26,22.5,TIMP3,CD44,16,consensus
CNTN4 to PTPRG,26,22.5,CNTN4,PTPRG,17,consensus
COL6A2 to CD44,21,24.0,COL6A2,CD44,18,consensus
HLA-A to APLP2,26,24.5,HLA-A,APLP2,19,consensus
FN1 to CD44,26,25.0,FN1,CD44,20,consensus
PSAP to LRP1,26,25.5,PSAP,LRP1,21,consensus
ALCAM to NRP1,26,25.5,ALCAM,NRP1,22,consensus
CEACAM6 to EGFR,25,30.0,CEACAM6,EGFR,23,consensus
SERPINF1 to PLXDC2,26,35.0,SERPINF1,PLXDC2,24,consensus
LAMB3 to CD44,26,36.5,LAMB3,CD44,25,consensus
CDH1 to IGF1R,26,38.0,CDH1,IGF1R,26,consensus
CDH1 to PTPRM,26,38.5,CDH1,PTPRM,27,consensus
APP to CD74,26,38.5,APP,CD74,28,consensus
SERPING1 to LRP1,26,39.5,SERPING1,LRP1,29,consensus
SERPINA1 to LRP1,26,39.5,SERPINA1,LRP1,30,consensus
C3 to NRP1,26,40.5,C3,NRP1,31,consensus
MDK to LRP1,26,41.5,MDK,LRP1,32,consensus
LAMC1 to CD44,26,43.0,LAMC1,CD44,33,consensus
COL4A1 to CD44,25,44.0,COL4A1,CD44,34,consensus
C3 to CD81,26,44.0,C3,CD81,35,consensus
S100A4 to EGFR,26,45.0,S100A4,EGFR,36,consensus
LGALS1 to ITGB1,26,45.5,LGALS1,ITGB1,37,consensus
APOE to LRP1,26,46.0,APOE,LRP1,38,consensus
LAMC2 to CD44,26,46.5,LAMC2,CD44,39,consensus
COL1A2 to CD44,19,47.0,COL1A2,CD44,40,consensus
SLPI to PLSCR4,25,53.0,SLPI,PLSCR4,41,consensus
LAMA3 to CD44,26,54.5,LAMA3,CD44,42,consensus
RIMS1 to CACNA1C,25,57.0,RIMS1,CACNA1C,43,consensus
ADAM10 to CD44,26,58.5,ADAM10,CD44,44,consensus
SLIT2 to ROBO2,26,60.5,SLIT2,ROBO2,45,consensus
COL1A1 to CD44,24,60.5,COL1A1,CD44,46,consensus
ANOS1 to FGFR1,26,61.5,ANOS1,FGFR1,47,consensus
CXCL8 to SDC2,26,63.0,CXCL8,SDC2,48,consensus
SPARC to FGFR1,25,66.0,SPARC,FGFR1,49,consensus
SLIT3 to ROBO1,22,67.5,SLIT3,ROBO1,50,consensus
NRG1 to EGFR,26,68.5,NRG1,EGFR,51,consensus
LIPH to LPAR1,26,71.0,LIPH,LPAR1,52,consensus
COPA to CD74,26,71.5,COPA,CD74,53,consensus
PSEN1 to CD44,26,71.5,PSEN1,CD44,54,consensus
GDF15 to TGFBR2,26,71.5,GDF15,TGFBR2,55,consensus
LAMA2 to RPSA,26,72.0,LAMA2,RPSA,56,consensus
MDK to SDC2,26,72.5,MDK,SDC2,57,consensus
LRIG1 to EGFR,26,76.5,LRIG1,EGFR,58,consensus
VEGFA to CD44,25,78.0,VEGFA,CD44,59,consensus
LAMA2 to CD44,26,79.5,LAMA2,CD44,60,consensus
COL6A1 to CD44,20,79.5,COL6A1,CD44,61,consensus
COL1A1 to DDR2,24,80.0,COL1A1,DDR2,62,consensus
COL4A5 to CD44,26,80.0,COL4A5,CD44,63,consensus
TIMP2 to CD44,26,80.5,TIMP2,CD44,64,consensus
ADAM9 to ITGAV,26,80.5,ADAM9,ITGAV,65,consensus
CALM1 to PTPRA,26,82.0,CALM1,PTPRA,66,consensus
CD99 to CD81,26,83.0,CD99,CD81,67,consensus
COL4A2 to ITGA1_ITGB1,25,83.0,COL4A2,ITGA1_ITGB1,68,consensus
FN1 to SDC2,26,83.5,FN1,SDC2,69,consensus
ST6GAL1 to EGFR,26,84.0,ST6GAL1,EGFR,70,consensus
NTRK3 to PTPRS,17,84.0,NTRK3,PTPRS,71,consensus
ADAM9 to ITGB1,26,90.0,ADAM9,ITGB1,72,consensus
HSPG2 to FGFR1,26,90.0,HSPG2,FGFR1,73,consensus
LAMA5 to CD44,26,91.0,LAMA5,CD44,74,consensus
HSPG2 to LRP1,26,91.5,HSPG2,LRP1,75,consensus
GAS6 to AXL,26,93.0,GAS6,AXL,76,consensus
NID1 to ITGB1,19,97.0,NID1,ITGB1,77,consensus
COL4A2 to ITGB5,25,97.0,COL4A2,ITGB5,78,consensus
SLIT2 to APP,26,97.0,SLIT2,APP,79,consensus
FN1 to ITGAV_ITGB1,26,97.0,FN1,ITGAV_ITGB1,80,consensus
COL4A3 to CD44,25,98.0,COL4A3,CD44,81,consensus
TGFB1 to LPP,26,100.0,TGFB1,LPP,82,consensus
LAMB1 to CD44,21,101.0,LAMB1,CD44,83,consensus
COL4A4 to CD44,23,101.0,COL4A4,CD44,84,consensus
MDK to NCL,26,102.0,MDK,NCL,85,consensus
SLPI to PLSCR1,26,102.0,SLPI,PLSCR1,86,consensus
LGALS3BP to ITGB1,26,105.5,LGALS3BP,ITGB1,87,consensus
FN1 to ITGA8_ITGB1,23,106.0,FN1,ITGA8_ITGB1,88,consensus
APOE to ABCA1,26,106.5,APOE,ABCA1,89,consensus
COL6A2 to ITGA1_ITGB1,21,107.0,COL6A2,ITGA1_ITGB1,90,consensus
LTF to LRP1,22,107.0,LTF,LRP1,91,consensus
TFPI to LRP1,26,108.5,TFPI,LRP1,92,consensus
ITGAV to THY1,26,109.5,ITGAV,THY1,93,consensus
APP to NOTCH2,26,110.5,APP,NOTCH2,94,consensus
CNTN3 to PTPRG,25,111.0,CNTN3,PTPRG,95,consensus
CGN to TGFBR2,26,111.0,CGN,TGFBR2,96,consensus
LAMA4 to CD44,24,111.5,LAMA4,CD44,97,consensus
NTRK3 to PTPRD,17,112.0,NTRK3,PTPRD,98,consensus
GRN to EGFR,26,112.5,GRN,EGFR,99,consensus
THBS1 to LRP1,26,114.0,THBS1,LRP1,100,consensus
TNC to EGFR,26,114.5,TNC,EGFR,101,consensus
AGRN to LRP1,26,116.0,AGRN,LRP1,102,consensus
APOE to SDC2,26,116.0,APOE,SDC2,103,consensus
LAMB2 to RPSA,25,116.0,LAMB2,RPSA,104,consensus
NTN1 to UNC5C,26,116.5,NTN1,UNC5C,105,consensus
MMP7 to CD151,24,116.5,MMP7,CD151,106,consensus
ADAM10 to AXL,26,117.5,ADAM10,AXL,107,consensus
ADAM10 to GPNMB,26,117.5,ADAM10,GPNMB,108,consensus
TGFB2 to TGFBR3,26,118.0,TGFB2,TGFBR3,109,consensus
NRXN3 to NLGN1,26,119.0,NRXN3,NLGN1,110,consensus
VCL to ITGB5,26,119.0,VCL,ITGB5,111,consensus
HSPG2 to PTPRS,26,119.0,HSPG2,PTPRS,112,consensus
