gsm,config,source,target
GSM9057720,expression005,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Gsn
GSM9057720,expression005,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Itga8
GSM9057720,expression005,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Pi16
GSM9057720,expression005,inflammatory_CSF1R_CSF3R_myeloid,mixed_AT2_AT1_alveolar
GSM9057720,expression005,mixed_AT2_AT1_alveolar,fibroblast_Gsn
GSM9057720,expression005,mixed_AT2_AT1_alveolar,fibroblast_Itga8
GSM9057720,expression005,mixed_AT2_AT1_alveolar,fibroblast_Pi16
GSM9057720,expression020,AT1_like,fibroblast_Gsn
GSM9057720,expression020,AT1_like,fibroblast_Itga8
GSM9057720,expression020,AT1_like,fibroblast_Pi16
GSM9057720,expression020,CSF1R_myeloid,AT1_like
GSM9057720,expression020,CSF1R_myeloid,fibroblast_Gsn
GSM9057720,expression020,CSF1R_myeloid,fibroblast_Itga8
GSM9057720,expression020,CSF1R_myeloid,fibroblast_Pi16
GSM9057720,expression020,CSF1R_myeloid,mixed_AT2_AT1_alveolar
GSM9057720,expression020,fibroblast_Gsn,AT1_like
GSM9057720,expression020,fibroblast_Gsn,CSF1R_myeloid
GSM9057720,expression020,fibroblast_Gsn,inflammatory_CSF1R_CSF3R_myeloid
GSM9057720,expression020,fibroblast_Gsn,mixed_AT2_AT1_alveolar
GSM9057720,expression020,fibroblast_Itga8,AT1_like
GSM9057720,expression020,fibroblast_Itga8,CSF1R_myeloid
GSM9057720,expression020,fibroblast_Itga8,inflammatory_CSF1R_CSF3R_myeloid
GSM9057720,expression020,fibroblast_Itga8,mixed_AT2_AT1_alveolar
GSM9057720,expression020,fibroblast_Pi16,AT1_like
GSM9057720,expression020,fibroblast_Pi16,CSF1R_myeloid
GSM9057720,expression020,fibroblast_Pi16,inflammatory_CSF1R_CSF3R_myeloid
GSM9057720,expression020,fibroblast_Pi16,mixed_AT2_AT1_alveolar
GSM9057720,expression020,inflammatory_CSF1R_CSF3R_myeloid,AT1_like
GSM9057720,expression020,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Gsn
GSM9057720,expression020,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Itga8
GSM9057720,expression020,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Pi16
GSM9057720,expression020,inflammatory_CSF1R_CSF3R_myeloid,mixed_AT2_AT1_alveolar
GSM9057720,expression020,mixed_AT2_AT1_alveolar,fibroblast_Gsn
GSM9057720,expression020,mixed_AT2_AT1_alveolar,fibroblast_Itga8
GSM9057720,expression020,mixed_AT2_AT1_alveolar,fibroblast_Pi16
GSM9057721,all_cells_primary,AT1_like,fibroblast_Gsn
GSM9057721,all_cells_primary,AT1_like,fibroblast_Itga8
GSM9057721,all_cells_primary,AT1_like,fibroblast_Pi16
GSM9057721,all_cells_primary,CSF1R_myeloid,AT1_like
GSM9057721,all_cells_primary,CSF1R_myeloid,fibroblast_Gsn
GSM9057721,all_cells_primary,CSF1R_myeloid,fibroblast_Itga8
GSM9057721,all_cells_primary,CSF1R_myeloid,fibroblast_Pi16
GSM9057721,all_cells_primary,CSF1R_myeloid,mixed_AT2_AT1_alveolar
GSM9057721,all_cells_primary,fibroblast_Gsn,AT1_like
GSM9057721,all_cells_primary,fibroblast_Gsn,CSF1R_myeloid
GSM9057721,all_cells_primary,fibroblast_Gsn,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,all_cells_primary,fibroblast_Gsn,mixed_AT2_AT1_alveolar
GSM9057721,all_cells_primary,fibroblast_Itga8,AT1_like
GSM9057721,all_cells_primary,fibroblast_Itga8,CSF1R_myeloid
GSM9057721,all_cells_primary,fibroblast_Itga8,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,all_cells_primary,fibroblast_Itga8,mixed_AT2_AT1_alveolar
GSM9057721,all_cells_primary,fibroblast_Pi16,AT1_like
GSM9057721,all_cells_primary,fibroblast_Pi16,CSF1R_myeloid
GSM9057721,all_cells_primary,fibroblast_Pi16,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,all_cells_primary,fibroblast_Pi16,mixed_AT2_AT1_alveolar
GSM9057721,all_cells_primary,inflammatory_CSF1R_CSF3R_myeloid,AT1_like
GSM9057721,all_cells_primary,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Gsn
GSM9057721,all_cells_primary,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Itga8
GSM9057721,all_cells_primary,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Pi16
GSM9057721,all_cells_primary,inflammatory_CSF1R_CSF3R_myeloid,mixed_AT2_AT1_alveolar
GSM9057721,all_cells_primary,mixed_AT2_AT1_alveolar,fibroblast_Gsn
GSM9057721,all_cells_primary,mixed_AT2_AT1_alveolar,fibroblast_Itga8
GSM9057721,all_cells_primary,mixed_AT2_AT1_alveolar,fibroblast_Pi16
GSM9057721,cap500_seed1,AT1_like,fibroblast_Gsn
GSM9057721,cap500_seed1,AT1_like,fibroblast_Itga8
GSM9057721,cap500_seed1,AT1_like,fibroblast_Pi16
GSM9057721,cap500_seed1,CSF1R_myeloid,AT1_like
GSM9057721,cap500_seed1,CSF1R_myeloid,fibroblast_Gsn
GSM9057721,cap500_seed1,CSF1R_myeloid,fibroblast_Itga8
GSM9057721,cap500_seed1,CSF1R_myeloid,fibroblast_Pi16
GSM9057721,cap500_seed1,CSF1R_myeloid,mixed_AT2_AT1_alveolar
GSM9057721,cap500_seed1,fibroblast_Gsn,AT1_like
GSM9057721,cap500_seed1,fibroblast_Gsn,CSF1R_myeloid
GSM9057721,cap500_seed1,fibroblast_Gsn,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,cap500_seed1,fibroblast_Gsn,mixed_AT2_AT1_alveolar
GSM9057721,cap500_seed1,fibroblast_Itga8,AT1_like
GSM9057721,cap500_seed1,fibroblast_Itga8,CSF1R_myeloid
GSM9057721,cap500_seed1,fibroblast_Itga8,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,cap500_seed1,fibroblast_Itga8,mixed_AT2_AT1_alveolar
GSM9057721,cap500_seed1,fibroblast_Pi16,AT1_like
GSM9057721,cap500_seed1,fibroblast_Pi16,CSF1R_myeloid
GSM9057721,cap500_seed1,fibroblast_Pi16,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,cap500_seed1,fibroblast_Pi16,mixed_AT2_AT1_alveolar
GSM9057721,cap500_seed1,inflammatory_CSF1R_CSF3R_myeloid,AT1_like
GSM9057721,cap500_seed1,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Gsn
GSM9057721,cap500_seed1,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Itga8
GSM9057721,cap500_seed1,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Pi16
GSM9057721,cap500_seed1,inflammatory_CSF1R_CSF3R_myeloid,mixed_AT2_AT1_alveolar
GSM9057721,cap500_seed1,mixed_AT2_AT1_alveolar,fibroblast_Gsn
GSM9057721,cap500_seed1,mixed_AT2_AT1_alveolar,fibroblast_Itga8
GSM9057721,cap500_seed1,mixed_AT2_AT1_alveolar,fibroblast_Pi16
GSM9057721,cap500_seed2,AT1_like,fibroblast_Gsn
GSM9057721,cap500_seed2,AT1_like,fibroblast_Itga8
GSM9057721,cap500_seed2,AT1_like,fibroblast_Pi16
GSM9057721,cap500_seed2,CSF1R_myeloid,AT1_like
GSM9057721,cap500_seed2,CSF1R_myeloid,fibroblast_Gsn
GSM9057721,cap500_seed2,CSF1R_myeloid,fibroblast_Itga8
GSM9057721,cap500_seed2,CSF1R_myeloid,fibroblast_Pi16
GSM9057721,cap500_seed2,CSF1R_myeloid,mixed_AT2_AT1_alveolar
GSM9057721,cap500_seed2,fibroblast_Gsn,AT1_like
GSM9057721,cap500_seed2,fibroblast_Gsn,CSF1R_myeloid
GSM9057721,cap500_seed2,fibroblast_Gsn,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,cap500_seed2,fibroblast_Gsn,mixed_AT2_AT1_alveolar
GSM9057721,cap500_seed2,fibroblast_Itga8,AT1_like
GSM9057721,cap500_seed2,fibroblast_Itga8,CSF1R_myeloid
GSM9057721,cap500_seed2,fibroblast_Itga8,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,cap500_seed2,fibroblast_Itga8,mixed_AT2_AT1_alveolar
GSM9057721,cap500_seed2,fibroblast_Pi16,AT1_like
GSM9057721,cap500_seed2,fibroblast_Pi16,CSF1R_myeloid
GSM9057721,cap500_seed2,fibroblast_Pi16,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,cap500_seed2,fibroblast_Pi16,mixed_AT2_AT1_alveolar
GSM9057721,cap500_seed2,inflammatory_CSF1R_CSF3R_myeloid,AT1_like
GSM9057721,cap500_seed2,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Gsn
GSM9057721,cap500_seed2,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Itga8
GSM9057721,cap500_seed2,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Pi16
GSM9057721,cap500_seed2,inflammatory_CSF1R_CSF3R_myeloid,mixed_AT2_AT1_alveolar
GSM9057721,cap500_seed2,mixed_AT2_AT1_alveolar,fibroblast_Gsn
GSM9057721,cap500_seed2,mixed_AT2_AT1_alveolar,fibroblast_Itga8
GSM9057721,cap500_seed2,mixed_AT2_AT1_alveolar,fibroblast_Pi16
GSM9057721,floor30,AT1_like,fibroblast_Gsn
GSM9057721,floor30,AT1_like,fibroblast_Itga8
GSM9057721,floor30,AT1_like,fibroblast_Pi16
GSM9057721,floor30,CSF1R_myeloid,AT1_like
GSM9057721,floor30,CSF1R_myeloid,fibroblast_Gsn
GSM9057721,floor30,CSF1R_myeloid,fibroblast_Itga8
GSM9057721,floor30,CSF1R_myeloid,fibroblast_Pi16
GSM9057721,floor30,CSF1R_myeloid,mixed_AT2_AT1_alveolar
GSM9057721,floor30,fibroblast_Gsn,AT1_like
GSM9057721,floor30,fibroblast_Gsn,CSF1R_myeloid
GSM9057721,floor30,fibroblast_Gsn,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,floor30,fibroblast_Gsn,mixed_AT2_AT1_alveolar
GSM9057721,floor30,fibroblast_Itga8,AT1_like
GSM9057721,floor30,fibroblast_Itga8,CSF1R_myeloid
GSM9057721,floor30,fibroblast_Itga8,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,floor30,fibroblast_Itga8,mixed_AT2_AT1_alveolar
GSM9057721,floor30,fibroblast_Pi16,AT1_like
GSM9057721,floor30,fibroblast_Pi16,CSF1R_myeloid
GSM9057721,floor30,fibroblast_Pi16,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,floor30,fibroblast_Pi16,mixed_AT2_AT1_alveolar
GSM9057721,floor30,inflammatory_CSF1R_CSF3R_myeloid,AT1_like
GSM9057721,floor30,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Gsn
GSM9057721,floor30,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Itga8
GSM9057721,floor30,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Pi16
GSM9057721,floor30,inflammatory_CSF1R_CSF3R_myeloid,mixed_AT2_AT1_alveolar
GSM9057721,floor30,mixed_AT2_AT1_alveolar,fibroblast_Gsn
GSM9057721,floor30,mixed_AT2_AT1_alveolar,fibroblast_Itga8
GSM9057721,floor30,mixed_AT2_AT1_alveolar,fibroblast_Pi16
GSM9057721,floor100,AT1_like,fibroblast_Gsn
GSM9057721,floor100,AT1_like,fibroblast_Itga8
GSM9057721,floor100,AT1_like,fibroblast_Pi16
GSM9057721,floor100,CSF1R_myeloid,AT1_like
GSM9057721,floor100,CSF1R_myeloid,fibroblast_Gsn
GSM9057721,floor100,CSF1R_myeloid,fibroblast_Itga8
GSM9057721,floor100,CSF1R_myeloid,fibroblast_Pi16
GSM9057721,floor100,CSF1R_myeloid,mixed_AT2_AT1_alveolar
GSM9057721,floor100,fibroblast_Gsn,AT1_like
GSM9057721,floor100,fibroblast_Gsn,CSF1R_myeloid
GSM9057721,floor100,fibroblast_Gsn,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,floor100,fibroblast_Gsn,mixed_AT2_AT1_alveolar
GSM9057721,floor100,fibroblast_Itga8,AT1_like
GSM9057721,floor100,fibroblast_Itga8,CSF1R_myeloid
GSM9057721,floor100,fibroblast_Itga8,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,floor100,fibroblast_Itga8,mixed_AT2_AT1_alveolar
GSM9057721,floor100,fibroblast_Pi16,AT1_like
GSM9057721,floor100,fibroblast_Pi16,CSF1R_myeloid
GSM9057721,floor100,fibroblast_Pi16,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,floor100,fibroblast_Pi16,mixed_AT2_AT1_alveolar
GSM9057721,floor100,inflammatory_CSF1R_CSF3R_myeloid,AT1_like
GSM9057721,floor100,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Gsn
GSM9057721,floor100,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Itga8
GSM9057721,floor100,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Pi16
GSM9057721,floor100,inflammatory_CSF1R_CSF3R_myeloid,mixed_AT2_AT1_alveolar
GSM9057721,floor100,mixed_AT2_AT1_alveolar,fibroblast_Gsn
GSM9057721,floor100,mixed_AT2_AT1_alveolar,fibroblast_Itga8
GSM9057721,floor100,mixed_AT2_AT1_alveolar,fibroblast_Pi16
GSM9057721,expression005,AT1_like,fibroblast_Gsn
GSM9057721,expression005,AT1_like,fibroblast_Itga8
GSM9057721,expression005,AT1_like,fibroblast_Pi16
GSM9057721,expression005,CSF1R_myeloid,AT1_like
GSM9057721,expression005,CSF1R_myeloid,fibroblast_Gsn
GSM9057721,expression005,CSF1R_myeloid,fibroblast_Itga8
GSM9057721,expression005,CSF1R_myeloid,fibroblast_Pi16
GSM9057721,expression005,CSF1R_myeloid,mixed_AT2_AT1_alveolar
GSM9057721,expression005,fibroblast_Gsn,AT1_like
GSM9057721,expression005,fibroblast_Gsn,CSF1R_myeloid
GSM9057721,expression005,fibroblast_Gsn,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,expression005,fibroblast_Gsn,mixed_AT2_AT1_alveolar
GSM9057721,expression005,fibroblast_Itga8,AT1_like
GSM9057721,expression005,fibroblast_Itga8,CSF1R_myeloid
GSM9057721,expression005,fibroblast_Itga8,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,expression005,fibroblast_Itga8,mixed_AT2_AT1_alveolar
GSM9057721,expression005,fibroblast_Pi16,AT1_like
GSM9057721,expression005,fibroblast_Pi16,CSF1R_myeloid
GSM9057721,expression005,fibroblast_Pi16,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,expression005,fibroblast_Pi16,mixed_AT2_AT1_alveolar
GSM9057721,expression005,inflammatory_CSF1R_CSF3R_myeloid,AT1_like
GSM9057721,expression005,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Gsn
GSM9057721,expression005,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Itga8
GSM9057721,expression005,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Pi16
GSM9057721,expression005,inflammatory_CSF1R_CSF3R_myeloid,mixed_AT2_AT1_alveolar
GSM9057721,expression005,mixed_AT2_AT1_alveolar,fibroblast_Gsn
GSM9057721,expression005,mixed_AT2_AT1_alveolar,fibroblast_Itga8
GSM9057721,expression005,mixed_AT2_AT1_alveolar,fibroblast_Pi16
GSM9057721,expression020,AT1_like,fibroblast_Gsn
GSM9057721,expression020,AT1_like,fibroblast_Itga8
GSM9057721,expression020,AT1_like,fibroblast_Pi16
GSM9057721,expression020,CSF1R_myeloid,AT1_like
GSM9057721,expression020,CSF1R_myeloid,fibroblast_Gsn
GSM9057721,expression020,CSF1R_myeloid,fibroblast_Itga8
GSM9057721,expression020,CSF1R_myeloid,fibroblast_Pi16
GSM9057721,expression020,CSF1R_myeloid,mixed_AT2_AT1_alveolar
GSM9057721,expression020,fibroblast_Gsn,AT1_like
GSM9057721,expression020,fibroblast_Gsn,CSF1R_myeloid
GSM9057721,expression020,fibroblast_Gsn,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,expression020,fibroblast_Gsn,mixed_AT2_AT1_alveolar
GSM9057721,expression020,fibroblast_Itga8,AT1_like
GSM9057721,expression020,fibroblast_Itga8,CSF1R_myeloid
GSM9057721,expression020,fibroblast_Itga8,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,expression020,fibroblast_Itga8,mixed_AT2_AT1_alveolar
GSM9057721,expression020,fibroblast_Pi16,AT1_like
GSM9057721,expression020,fibroblast_Pi16,CSF1R_myeloid
GSM9057721,expression020,fibroblast_Pi16,inflammatory_CSF1R_CSF3R_myeloid
GSM9057721,expression020,fibroblast_Pi16,mixed_AT2_AT1_alveolar
GSM9057721,expression020,inflammatory_CSF1R_CSF3R_myeloid,AT1_like
GSM9057721,expression020,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Gsn
GSM9057721,expression020,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Itga8
GSM9057721,expression020,inflammatory_CSF1R_CSF3R_myeloid,fibroblast_Pi16
GSM9057721,expression020,inflammatory_CSF1R_CSF3R_myeloid,mixed_AT2_AT1_alveolar
GSM9057721,expression020,mixed_AT2_AT1_alveolar,fibroblast_Gsn
GSM9057721,expression020,mixed_AT2_AT1_alveolar,fibroblast_Itga8
GSM9057721,expression020,mixed_AT2_AT1_alveolar,fibroblast_Pi16
