logFC	logCPM	F	PValue	FDR	feature_id
0.0211658689182489	4.81007735482487	0.0260985708276806	0.874167341254545	0.956024385338281	ENSMUSG00000000001
-0.305373634661495	1.05534705221417	0.756507487957041	0.400423146046189	0.713592493814235	ENSMUSG00000000028
1.37346268390722	3.24100624352383	8.98356623141171	0.011557171989169	0.189564591788708	ENSMUSG00000000031
0.39978382465275	9.76892396779271	0.474528989823546	0.507125885875842	0.785873843930634	ENSMUSG00000000049
0.148288001193941	3.10108193084934	0.58869791614091	0.456767352546274	0.755500347156349	ENSMUSG00000000056
-0.246514615093948	5.14875417379509	0.836510526841558	0.377383095397502	0.696935290016508	ENSMUSG00000000058
-0.312792559259708	7.57761134791216	3.26705783932151	0.0940929386264494	0.395216569333938	ENSMUSG00000000078
0.0418849725086845	5.52121534141004	0.082718542718385	0.778223552260051	0.920892717340729	ENSMUSG00000000085
-0.158079762893113	6.70324368106822	0.209702174557712	0.655658556786565	0.866566054687947	ENSMUSG00000000088
0.361427837125322	2.84585259153372	3.31963411246578	0.0917702922661319	0.39059920827005	ENSMUSG00000000093
-0.833120379953201	1.25247896934355	6.8802502434241	0.0212724686323614	0.230407703577564	ENSMUSG00000000094
0.495527076646007	2.67948919615849	2.82329630826153	0.112372654989973	0.42639380523239	ENSMUSG00000000120
-0.405758791441139	2.49919391180446	1.76251797281661	0.207425509486552	0.546262308144616	ENSMUSG00000000126
0.20777358181632	4.28638285856293	1.67402021360089	0.218450531485048	0.557373093842827	ENSMUSG00000000127
-0.163602100022718	4.14467828849874	0.747642790011012	0.403048516968757	0.715513825799636	ENSMUSG00000000131
-0.41973919944849	3.9930763697409	5.33466385199316	0.0381489108422676	0.281187672271772	ENSMUSG00000000134
0.537044687622463	1.99222333925087	3.24935868882539	0.0949857398340398	0.396291209206187	ENSMUSG00000000142
-0.480247436734217	0.736400755747802	1.56864228823703	0.232826075002799	0.571208712417833	ENSMUSG00000000148
0.109954905658192	3.33873376222941	0.168538679843793	0.68816545128369	0.881239711132867	ENSMUSG00000000149
0.665919715416088	5.03890524498574	16.2856377360118	0.00144111900830166	0.115684224327714	ENSMUSG00000000154
-0.250095026854747	4.45111661289126	1.56611066224647	0.233035255956515	0.571343349771882	ENSMUSG00000000159
-0.284759061393493	4.23936936771003	0.878524153233587	0.365857249863639	0.688628923261852	ENSMUSG00000000167
-0.334605731840421	4.62557067657554	5.82044525671099	0.0315044450713568	0.265417441259004	ENSMUSG00000000168
0.124141276930032	3.45827576350149	0.242549319360803	0.630680461821067	0.853932557548282	ENSMUSG00000000171
0.0309182435059328	8.01130762245627	0.0574258611848744	0.81438423690357	0.934509456323729	ENSMUSG00000000184
-0.101644351494701	4.7195453667291	0.56132013178486	0.467197415283181	0.761768295565378	ENSMUSG00000000194
-1.19812658947941	1.08878523942917	16.7390490208002	0.00110772710601841	0.108090364566456	ENSMUSG00000000202
-0.94438985309774	0.458846975430492	2.86539600645848	0.110070702399825	0.422455862462763	ENSMUSG00000000204
